date,city,trend_score
2022-02-28,Madrid,55.43457797301538
2022-03-31,Madrid,55.43457797301538
2022-04-30,Madrid,76.75556950109822
2022-05-31,Madrid,92.39096328835898
2022-06-30,Madrid,32.69218700972702
2022-07-31,Madrid,44.0633824913712
2022-08-31,Madrid,45.48478192657672
2022-09-30,Madrid,49.74898023219329
2022-10-31,Madrid,62.54157514904299
2022-11-30,Madrid,38.37778475054911
2022-12-31,Madrid,32.69218700972702
2023-01-31,Madrid,62.54157514904299
2023-02-28,Madrid,68.22717288986509
2023-03-31,Madrid,58.277376843426424
2023-04-30,Madrid,81.01976780671478
2023-05-31,Madrid,86.70536554753687
2023-06-30,Madrid,39.79918418575463
2023-07-31,Madrid,45.48478192657672
2023-08-31,Madrid,44.0633824913712
2023-09-30,Madrid,56.8559774082209
2023-10-31,Madrid,59.69877627863195
2023-11-30,Madrid,48.32758079698777
2023-12-31,Madrid,45.48478192657672
2024-01-31,Madrid,72.49137119548165
2024-02-29,Madrid,59.69877627863195
2024-03-31,Madrid,56.8559774082209
2024-04-30,Madrid,110.86915594603076
2024-05-31,Madrid,79.59836837150927
2024-06-30,Madrid,52.591779102604335
2024-07-31,Madrid,32.69218700972702
2024-08-31,Madrid,81.01976780671478
2024-09-30,Madrid,72.49137119548165
2024-10-31,Madrid,76.75556950109822
2024-11-30,Madrid,69.6485723250706
2024-12-31,Madrid,82.44116724192031
2025-01-31,Madrid,98.07656102918106
2025-02-28,Madrid,106.6049576404142
2025-03-31,Madrid,96.65516159397554
2025-04-30,Madrid,142.13994352055226
2025-05-31,Madrid,86.70536554753687
2025-06-30,Madrid,66.80577345465956
2025-07-31,Madrid,66.80577345465956
2025-08-31,Madrid,62.54157514904299
2025-09-30,Madrid,82.44116724192031
2025-10-31,Madrid,83.86256667712583
2025-11-30,Madrid,79.59836837150927
2025-12-31,Madrid,86.70536554753687
2018-01-31,Paris,50.0
2018-02-28,Paris,53.0
2018-03-31,Paris,53.0
2018-04-30,Paris,47.0
2018-05-31,Paris,50.0
2018-06-30,Paris,46.0
2018-07-31,Paris,49.0
2018-08-31,Paris,45.0
2018-09-30,Paris,51.0
2018-10-31,Paris,51.0
2018-11-30,Paris,51.0
2018-12-31,Paris,48.0
2019-01-31,Paris,51.0
2019-02-28,Paris,48.0
2019-03-31,Paris,50.0
2019-04-30,Paris,64.0
2019-05-31,Paris,52.0
2019-06-30,Paris,53.0
2019-07-31,Paris,48.0
2019-08-31,Paris,45.0
2019-09-30,Paris,52.0
2019-10-31,Paris,55.0
2019-11-30,Paris,49.0
2019-12-31,Paris,49.0
2020-01-31,Paris,48.0
2020-02-29,Paris,47.0
2020-03-31,Paris,36.0
2020-04-30,Paris,27.0
2020-05-31,Paris,31.0
2020-06-30,Paris,37.0
2020-07-31,Paris,38.0
2020-08-31,Paris,42.0
2020-09-30,Paris,41.0
2020-10-31,Paris,46.0
2020-11-30,Paris,33.0
2020-12-31,Paris,33.0
2021-01-31,Paris,32.0
2021-02-28,Paris,32.0
2021-03-31,Paris,31.0
2021-04-30,Paris,32.0
2021-05-31,Paris,36.0
2021-06-30,Paris,40.0
2021-07-31,Paris,41.0
2021-08-31,Paris,43.0
2021-09-30,Paris,47.0
2021-10-31,Paris,47.0
2021-11-30,Paris,49.0
2021-12-31,Paris,46.0
2022-01-31,Paris,44.0
2022-02-28,Paris,48.0
2022-03-31,Paris,47.0
2022-04-30,Paris,50.0
2022-05-31,Paris,48.0
2022-06-30,Paris,48.0
2022-07-31,Paris,45.0
2022-08-31,Paris,43.0
2022-09-30,Paris,46.0
2022-10-31,Paris,47.0
2022-11-30,Paris,46.0
2022-12-31,Paris,50.0
2023-01-31,Paris,54.0
2023-02-28,Paris,49.0
2023-03-31,Paris,48.0
2023-04-30,Paris,47.0
2023-05-31,Paris,45.0
2023-06-30,Paris,46.0
2023-07-31,Paris,44.0
2023-08-31,Paris,42.0
2023-09-30,Paris,46.0
2023-10-31,Paris,48.0
2023-11-30,Paris,49.0
2023-12-31,Paris,51.0
2024-01-31,Paris,47.0
2024-02-29,Paris,46.0
2024-03-31,Paris,47.0
2024-04-30,Paris,50.0
2024-05-31,Paris,48.0
2024-06-30,Paris,51.0
2024-07-31,Paris,69.0
2024-08-31,Paris,79.0
2024-09-30,Paris,53.0
2024-10-31,Paris,51.0
2024-11-30,Paris,48.0
2024-12-31,Paris,50.0
2025-01-31,Paris,46.0
2025-02-28,Paris,46.0
2025-03-31,Paris,48.0
2025-04-30,Paris,47.0
2025-05-31,Paris,48.0
2025-06-30,Paris,51.0
2025-07-31,Paris,49.0
2025-08-31,Paris,55.0
2025-09-30,Paris,60.0
2025-10-31,Paris,56.0
2025-11-30,Paris,56.0
2025-12-31,Paris,53.0
2018-01-31,Prague,3.0
2018-02-28,Prague,3.0
2018-03-31,Prague,3.0
2018-04-30,Prague,3.0
2018-05-31,Prague,3.0
2018-06-30,Prague,3.0
2018-07-31,Prague,3.0
2018-08-31,Prague,3.0
2018-09-30,Prague,3.0
2018-10-31,Prague,3.0
2018-11-30,Prague,3.0
2018-12-31,Prague,3.0
2019-01-31,Prague,3.0
2019-02-28,Prague,3.0
2019-03-31,Prague,3.0
2019-04-30,Prague,3.0
2019-05-31,Prague,3.0
2019-06-30,Prague,3.0
2019-07-31,Prague,3.0
2019-08-31,Prague,3.0
2019-09-30,Prague,3.0
2019-10-31,Prague,3.0
2019-11-30,Prague,3.0
2019-12-31,Prague,3.0
2020-01-31,Prague,3.0
2020-02-29,Prague,3.0
2020-03-31,Prague,2.0
2020-04-30,Prague,1.0
2020-05-31,Prague,1.0
2020-06-30,Prague,1.0
2020-07-31,Prague,1.0
2020-08-31,Prague,2.0
2020-09-30,Prague,1.0
2020-10-31,Prague,1.0
2020-11-30,Prague,1.0
2020-12-31,Prague,1.0
2021-01-31,Prague,1.0
2021-02-28,Prague,1.0
2021-03-31,Prague,1.0
2021-04-30,Prague,1.0
2021-05-31,Prague,1.0
2021-06-30,Prague,1.0
2021-07-31,Prague,1.0
2021-08-31,Prague,2.0
2021-09-30,Prague,2.0
2021-10-31,Prague,2.0
2021-11-30,Prague,2.0
2021-12-31,Prague,1.0
2022-01-31,Prague,1.0
2022-02-28,Prague,2.0
2022-03-31,Prague,2.0
2022-04-30,Prague,2.0
2022-05-31,Prague,2.0
2022-06-30,Prague,2.0
2022-07-31,Prague,2.0
2022-08-31,Prague,2.0
2022-09-30,Prague,2.0
2022-10-31,Prague,2.0
2022-11-30,Prague,2.0
2022-12-31,Prague,2.0
2023-01-31,Prague,2.0
2023-02-28,Prague,2.0
2023-03-31,Prague,2.0
2023-04-30,Prague,2.0
2023-05-31,Prague,2.0
2023-06-30,Prague,2.0
2023-07-31,Prague,2.0
2023-08-31,Prague,3.0
2023-09-30,Prague,2.0
2023-10-31,Prague,2.0
2023-11-30,Prague,2.0
2023-12-31,Prague,3.0
2024-01-31,Prague,2.0
2024-02-29,Prague,3.0
2024-03-31,Prague,3.0
2024-04-30,Prague,2.0
2024-05-31,Prague,3.0
2024-06-30,Prague,2.0
2024-07-31,Prague,3.0
2024-08-31,Prague,3.0
2024-09-30,Prague,3.0
2024-10-31,Prague,3.0
2024-11-30,Prague,3.0
2024-12-31,Prague,3.0
2025-01-31,Prague,2.0
2025-02-28,Prague,2.0
2025-03-31,Prague,2.0
2025-04-30,Prague,3.0
2025-05-31,Prague,3.0
2025-06-30,Prague,3.0
2025-07-31,Prague,3.0
2025-08-31,Prague,5.0
2025-09-30,Prague,5.0
2025-10-31,Prague,4.0
2025-11-30,Prague,5.0
2025-12-31,Prague,4.0
2018-01-31,Rome,7.0
2018-02-28,Rome,7.0
2018-03-31,Rome,8.0
2018-04-30,Rome,8.0
2018-05-31,Rome,9.0
2018-06-30,Rome,7.0
2018-07-31,Rome,7.0
2018-08-31,Rome,7.0
2018-09-30,Rome,7.0
2018-10-31,Rome,7.0
2018-11-30,Rome,6.0
2018-12-31,Rome,6.0
2019-01-31,Rome,7.0
2019-02-28,Rome,7.0
2019-03-31,Rome,7.0
2019-04-30,Rome,8.0
2019-05-31,Rome,10.0
2019-06-30,Rome,7.0
2019-07-31,Rome,7.0
2019-08-31,Rome,7.0
2019-09-30,Rome,7.0
2019-10-31,Rome,7.0
2019-11-30,Rome,6.0
2019-12-31,Rome,6.0
2020-01-31,Rome,6.0
2020-02-29,Rome,7.0
2020-03-31,Rome,5.0
2020-04-30,Rome,4.0
2020-05-31,Rome,4.0
2020-06-30,Rome,4.0
2020-07-31,Rome,4.0
2020-08-31,Rome,4.0
2020-09-30,Rome,6.0
2020-10-31,Rome,4.0
2020-11-30,Rome,3.0
2020-12-31,Rome,3.0
2021-01-31,Rome,4.0
2021-02-28,Rome,4.0
2021-03-31,Rome,4.0
2021-04-30,Rome,4.0
2021-05-31,Rome,6.0
2021-06-30,Rome,4.0
2021-07-31,Rome,4.0
2021-08-31,Rome,4.0
2021-09-30,Rome,5.0
2021-10-31,Rome,5.0
2021-11-30,Rome,4.0
2021-12-31,Rome,4.0
2022-01-31,Rome,5.0
2022-02-28,Rome,5.0
2022-03-31,Rome,6.0
2022-04-30,Rome,6.0
2022-05-31,Rome,8.0
2022-06-30,Rome,6.0
2022-07-31,Rome,6.0
2022-08-31,Rome,6.0
2022-09-30,Rome,6.0
2022-10-31,Rome,6.0
2022-11-30,Rome,5.0
2022-12-31,Rome,5.0
2023-01-31,Rome,6.0
2023-02-28,Rome,6.0
2023-03-31,Rome,6.0
2023-04-30,Rome,7.0
2023-05-31,Rome,10.0
2023-06-30,Rome,6.0
2023-07-31,Rome,7.0
2023-08-31,Rome,6.0
2023-09-30,Rome,7.0
2023-10-31,Rome,6.0
2023-11-30,Rome,6.0
2023-12-31,Rome,5.0
2024-01-31,Rome,6.0
2024-02-29,Rome,7.0
2024-03-31,Rome,7.0
2024-04-30,Rome,8.0
2024-05-31,Rome,11.0
2024-06-30,Rome,7.0
2024-07-31,Rome,7.0
2024-08-31,Rome,6.0
2024-09-30,Rome,7.0
2024-10-31,Rome,7.0
2024-11-30,Rome,6.0
2024-12-31,Rome,6.0
2025-01-31,Rome,7.0
2025-02-28,Rome,7.0
2025-03-31,Rome,7.0
2025-04-30,Rome,8.0
2025-05-31,Rome,12.0
2025-06-30,Rome,7.0
2025-07-31,Rome,7.0
2025-08-31,Rome,10.0
2025-09-30,Rome,10.0
2025-10-31,Rome,9.0
2025-11-30,Rome,9.0
2025-12-31,Rome,8.0
2018-01-31,Stockholm,5.550498862244005
2018-02-28,Stockholm,5.550498862244005
2018-03-31,Stockholm,5.550498862244005
2018-04-30,Stockholm,5.550498862244005
2018-05-31,Stockholm,5.550498862244005
2018-06-30,Stockholm,5.550498862244005
2018-07-31,Stockholm,6.343427271136006
2018-08-31,Stockholm,6.343427271136006
2018-09-30,Stockholm,5.550498862244005
2018-10-31,Stockholm,5.550498862244005
2018-11-30,Stockholm,5.550498862244005
2018-12-31,Stockholm,4.757570453352004
2019-01-31,Stockholm,5.550498862244005
2019-02-28,Stockholm,5.550498862244005
2019-03-31,Stockholm,5.550498862244005
2019-04-30,Stockholm,5.550498862244005
2019-05-31,Stockholm,6.343427271136006
2019-06-30,Stockholm,6.343427271136006
2019-07-31,Stockholm,6.343427271136006
2019-08-31,Stockholm,6.343427271136006
2019-09-30,Stockholm,5.550498862244005
2019-10-31,Stockholm,5.550498862244005
2019-11-30,Stockholm,5.550498862244005
2019-12-31,Stockholm,5.550498862244005
2020-01-31,Stockholm,5.550498862244005
2020-02-29,Stockholm,5.550498862244005
2020-03-31,Stockholm,3.964642044460004
2020-04-30,Stockholm,3.964642044460004
2020-05-31,Stockholm,3.964642044460004
2020-06-30,Stockholm,3.964642044460004
2020-07-31,Stockholm,4.757570453352004
2020-08-31,Stockholm,4.757570453352004
2020-09-30,Stockholm,3.964642044460004
2020-10-31,Stockholm,3.964642044460004
2020-11-30,Stockholm,3.171713635568003
2020-12-31,Stockholm,3.171713635568003
2021-01-31,Stockholm,3.171713635568003
2021-02-28,Stockholm,3.964642044460004
2021-03-31,Stockholm,3.964642044460004
2021-04-30,Stockholm,3.964642044460004
2021-05-31,Stockholm,3.964642044460004
2021-06-30,Stockholm,3.964642044460004
2021-07-31,Stockholm,4.757570453352004
2021-08-31,Stockholm,4.757570453352004
2021-09-30,Stockholm,4.757570453352004
2021-10-31,Stockholm,4.757570453352004
2021-11-30,Stockholm,5.550498862244005
2021-12-31,Stockholm,4.757570453352004
2022-01-31,Stockholm,3.964642044460004
2022-02-28,Stockholm,4.757570453352004
2022-03-31,Stockholm,4.757570453352004
2022-04-30,Stockholm,4.757570453352004
2022-05-31,Stockholm,5.550498862244005
2022-06-30,Stockholm,5.550498862244005
2022-07-31,Stockholm,4.757570453352004
2022-08-31,Stockholm,5.550498862244005
2022-09-30,Stockholm,4.757570453352004
2022-10-31,Stockholm,4.757570453352004
2022-11-30,Stockholm,3.964642044460004
2022-12-31,Stockholm,3.964642044460004
2023-01-31,Stockholm,4.757570453352004
2023-02-28,Stockholm,4.757570453352004
2023-03-31,Stockholm,4.757570453352004
2023-04-30,Stockholm,4.757570453352004
2023-05-31,Stockholm,4.757570453352004
2023-06-30,Stockholm,4.757570453352004
2023-07-31,Stockholm,5.550498862244005
2023-08-31,Stockholm,5.550498862244005
2023-09-30,Stockholm,4.757570453352004
2023-10-31,Stockholm,4.757570453352004
2023-11-30,Stockholm,4.757570453352004
2023-12-31,Stockholm,3.964642044460004
2024-01-31,Stockholm,4.757570453352004
2024-02-29,Stockholm,4.757570453352004
2024-03-31,Stockholm,4.757570453352004
2024-04-30,Stockholm,4.757570453352004
2024-05-31,Stockholm,4.757570453352004
2024-06-30,Stockholm,5.550498862244005
2024-07-31,Stockholm,5.550498862244005
2024-08-31,Stockholm,4.757570453352004
2024-09-30,Stockholm,4.757570453352004
2024-10-31,Stockholm,5.550498862244005
2024-11-30,Stockholm,4.757570453352004
2024-12-31,Stockholm,4.757570453352004
2025-01-31,Stockholm,4.757570453352004
2025-02-28,Stockholm,4.757570453352004
2025-03-31,Stockholm,4.757570453352004
2025-04-30,Stockholm,4.757570453352004
2025-05-31,Stockholm,5.550498862244005
2025-06-30,Stockholm,5.550498862244005
2025-07-31,Stockholm,5.550498862244005
2025-08-31,Stockholm,7.929284088920008
2025-09-30,Stockholm,6.343427271136006
2025-10-31,Stockholm,6.343427271136006
2025-11-30,Stockholm,5.550498862244005
2025-12-31,Stockholm,5.550498862244005
2018-01-31,Venice,3.171713635568003
2018-02-28,Venice,3.171713635568003
2018-03-31,Venice,3.964642044460004
2018-04-30,Venice,3.964642044460004
2018-05-31,Venice,3.964642044460004
2018-06-30,Venice,3.964642044460004
2018-07-31,Venice,3.964642044460004
2018-08-31,Venice,3.171713635568003
2018-09-30,Venice,3.964642044460004
2018-10-31,Venice,3.964642044460004
2018-11-30,Venice,3.171713635568003
2018-12-31,Venice,2.378785226676002
2019-01-31,Venice,3.171713635568003
2019-02-28,Venice,3.171713635568003
2019-03-31,Venice,3.171713635568003
2019-04-30,Venice,3.171713635568003
2019-05-31,Venice,3.964642044460004
2019-06-30,Venice,3.964642044460004
2019-07-31,Venice,3.964642044460004
2019-08-31,Venice,3.964642044460004
2019-09-30,Venice,3.964642044460004
2019-10-31,Venice,3.171713635568003
2019-11-30,Venice,3.964642044460004
2019-12-31,Venice,3.171713635568003
2020-01-31,Venice,3.171713635568003
2020-02-29,Venice,3.171713635568003
2020-03-31,Venice,3.171713635568003
2020-04-30,Venice,2.378785226676002
2020-05-31,Venice,2.378785226676002
2020-06-30,Venice,2.378785226676002
2020-07-31,Venice,2.378785226676002
2020-08-31,Venice,2.378785226676002
2020-09-30,Venice,2.378785226676002
2020-10-31,Venice,2.378785226676002
2020-11-30,Venice,1.5858568177840016
2020-12-31,Venice,1.5858568177840016
2021-01-31,Venice,1.5858568177840016
2021-02-28,Venice,1.5858568177840016
2021-03-31,Venice,1.5858568177840016
2021-04-30,Venice,1.5858568177840016
2021-05-31,Venice,2.378785226676002
2021-06-30,Venice,2.378785226676002
2021-07-31,Venice,2.378785226676002
2021-08-31,Venice,2.378785226676002
2021-09-30,Venice,2.378785226676002
2021-10-31,Venice,2.378785226676002
2021-11-30,Venice,2.378785226676002
2021-12-31,Venice,2.378785226676002
2022-01-31,Venice,2.378785226676002
2022-02-28,Venice,3.171713635568003
2022-03-31,Venice,2.378785226676002
2022-04-30,Venice,3.171713635568003
2022-05-31,Venice,3.171713635568003
2022-06-30,Venice,3.171713635568003
2022-07-31,Venice,3.171713635568003
2022-08-31,Venice,3.171713635568003
2022-09-30,Venice,3.171713635568003
2022-10-31,Venice,2.378785226676002
2022-11-30,Venice,2.378785226676002
2022-12-31,Venice,2.378785226676002
2023-01-31,Venice,3.171713635568003
2023-02-28,Venice,3.171713635568003
2023-03-31,Venice,3.171713635568003
2023-04-30,Venice,3.171713635568003
2023-05-31,Venice,3.171713635568003
2023-06-30,Venice,3.171713635568003
2023-07-31,Venice,3.171713635568003
2023-08-31,Venice,3.171713635568003
2023-09-30,Venice,4.757570453352004
2023-10-31,Venice,3.964642044460004
2023-11-30,Venice,3.171713635568003
2023-12-31,Venice,2.378785226676002
2024-01-31,Venice,3.171713635568003
2024-02-29,Venice,3.171713635568003
2024-03-31,Venice,3.171713635568003
2024-04-30,Venice,3.171713635568003
2024-05-31,Venice,3.171713635568003
2024-06-30,Venice,3.171713635568003
2024-07-31,Venice,3.171713635568003
2024-08-31,Venice,3.171713635568003
2024-09-30,Venice,3.171713635568003
2024-10-31,Venice,3.171713635568003
2024-11-30,Venice,2.378785226676002
2024-12-31,Venice,2.378785226676002
2025-01-31,Venice,3.171713635568003
2025-02-28,Venice,3.171713635568003
2025-03-31,Venice,3.171713635568003
2025-04-30,Venice,3.171713635568003
2025-05-31,Venice,3.171713635568003
2025-06-30,Venice,3.171713635568003
2025-07-31,Venice,3.171713635568003
2025-08-31,Venice,4.757570453352004
2025-09-30,Venice,4.757570453352004
2025-10-31,Venice,3.964642044460004
2025-11-30,Venice,3.171713635568003
2025-12-31,Venice,3.171713635568003
2018-01-31,Vienna,3.171713635568003
2018-02-28,Vienna,2.378785226676002
2018-03-31,Vienna,3.171713635568003
2018-04-30,Vienna,3.171713635568003
2018-05-31,Vienna,3.171713635568003
2018-06-30,Vienna,3.171713635568003
2018-07-31,Vienna,3.171713635568003
2018-08-31,Vienna,3.171713635568003
2018-09-30,Vienna,3.171713635568003
2018-10-31,Vienna,3.171713635568003
2018-11-30,Vienna,3.171713635568003
2018-12-31,Vienna,3.964642044460004
2019-01-31,Vienna,3.171713635568003
2019-02-28,Vienna,3.171713635568003
2019-03-31,Vienna,3.171713635568003
2019-04-30,Vienna,3.171713635568003
2019-05-31,Vienna,3.171713635568003
2019-06-30,Vienna,3.171713635568003
2019-07-31,Vienna,3.171713635568003
2019-08-31,Vienna,3.171713635568003
2019-09-30,Vienna,3.171713635568003
2019-10-31,Vienna,3.964642044460004
2019-11-30,Vienna,3.171713635568003
2019-12-31,Vienna,3.964642044460004
2020-01-31,Vienna,3.171713635568003
2020-02-29,Vienna,3.171713635568003
2020-03-31,Vienna,2.378785226676002
2020-04-30,Vienna,1.5858568177840016
2020-05-31,Vienna,1.5858568177840016
2020-06-30,Vienna,1.5858568177840016
2020-07-31,Vienna,1.5858568177840016
2020-08-31,Vienna,2.378785226676002
2020-09-30,Vienna,1.5858568177840016
2020-10-31,Vienna,2.378785226676002
2020-11-30,Vienna,3.171713635568003
2020-12-31,Vienna,1.5858568177840016
2021-01-31,Vienna,1.5858568177840016
2021-02-28,Vienna,1.5858568177840016
2021-03-31,Vienna,1.5858568177840016
2021-04-30,Vienna,1.5858568177840016
2021-05-31,Vienna,1.5858568177840016
2021-06-30,Vienna,1.5858568177840016
2021-07-31,Vienna,1.5858568177840016
2021-08-31,Vienna,2.378785226676002
2021-09-30,Vienna,2.378785226676002
2021-10-31,Vienna,3.171713635568003
2021-11-30,Vienna,2.378785226676002
2021-12-31,Vienna,1.5858568177840016
2022-01-31,Vienna,2.378785226676002
2022-02-28,Vienna,2.378785226676002
2022-03-31,Vienna,2.378785226676002
2022-04-30,Vienna,2.378785226676002
2022-05-31,Vienna,2.378785226676002
2022-06-30,Vienna,2.378785226676002
2022-07-31,Vienna,3.171713635568003
2022-08-31,Vienna,3.171713635568003
2022-09-30,Vienna,3.171713635568003
2022-10-31,Vienna,3.171713635568003
2022-11-30,Vienna,2.378785226676002
2022-12-31,Vienna,3.171713635568003
2023-01-31,Vienna,3.171713635568003
2023-02-28,Vienna,3.171713635568003
2023-03-31,Vienna,2.378785226676002
2023-04-30,Vienna,3.171713635568003
2023-05-31,Vienna,3.171713635568003
2023-06-30,Vienna,3.171713635568003
2023-07-31,Vienna,3.171713635568003
2023-08-31,Vienna,3.171713635568003
2023-09-30,Vienna,3.171713635568003
2023-10-31,Vienna,3.964642044460004
2023-11-30,Vienna,3.171713635568003
2023-12-31,Vienna,3.171713635568003
2024-01-31,Vienna,3.171713635568003
2024-02-29,Vienna,3.171713635568003
2024-03-31,Vienna,3.171713635568003
2024-04-30,Vienna,3.171713635568003
2024-05-31,Vienna,3.171713635568003
2024-06-30,Vienna,3.171713635568003
2024-07-31,Vienna,3.964642044460004
2024-08-31,Vienna,4.757570453352004
2024-09-30,Vienna,3.964642044460004
2024-10-31,Vienna,3.964642044460004
2024-11-30,Vienna,3.964642044460004
2024-12-31,Vienna,3.964642044460004
2025-01-31,Vienna,3.171713635568003
2025-02-28,Vienna,3.171713635568003
2025-03-31,Vienna,3.171713635568003
2025-04-30,Vienna,3.171713635568003
2025-05-31,Vienna,3.171713635568003
2025-06-30,Vienna,3.171713635568003
2025-07-31,Vienna,3.964642044460004
2025-08-31,Vienna,6.343427271136006
2025-09-30,Vienna,6.343427271136006
2025-10-31,Vienna,7.136355680028007
2025-11-30,Vienna,5.550498862244005
2025-12-31,Vienna,5.550498862244005
2018-01-31,Warsaw,1.5858568177840016
2018-02-28,Warsaw,1.5858568177840016
2018-03-31,Warsaw,1.5858568177840016
2018-04-30,Warsaw,1.5858568177840016
2018-05-31,Warsaw,1.5858568177840016
2018-06-30,Warsaw,1.5858568177840016
2018-07-31,Warsaw,1.5858568177840016
2018-08-31,Warsaw,1.5858568177840016
2018-09-30,Warsaw,1.5858568177840016
2018-10-31,Warsaw,1.5858568177840016
2018-11-30,Warsaw,1.5858568177840016
2018-12-31,Warsaw,0.7929284088920008
2019-01-31,Warsaw,1.5858568177840016
2019-02-28,Warsaw,1.5858568177840016
2019-03-31,Warsaw,1.5858568177840016
2019-04-30,Warsaw,1.5858568177840016
2019-05-31,Warsaw,1.5858568177840016
2019-06-30,Warsaw,1.5858568177840016
2019-07-31,Warsaw,1.5858568177840016
2019-08-31,Warsaw,1.5858568177840016
2019-09-30,Warsaw,1.5858568177840016
2019-10-31,Warsaw,1.5858568177840016
2019-11-30,Warsaw,1.5858568177840016
2019-12-31,Warsaw,1.5858568177840016
2020-01-31,Warsaw,1.5858568177840016
2020-02-29,Warsaw,1.5858568177840016
2020-03-31,Warsaw,0.7929284088920008
2020-04-30,Warsaw,0.7929284088920008
2020-05-31,Warsaw,0.7929284088920008
2020-06-30,Warsaw,0.7929284088920008
2020-07-31,Warsaw,0.7929284088920008
2020-08-31,Warsaw,0.7929284088920008
2020-09-30,Warsaw,0.7929284088920008
2020-10-31,Warsaw,0.7929284088920008
2020-11-30,Warsaw,0.7929284088920008
2020-12-31,Warsaw,0.7929284088920008
2021-01-31,Warsaw,0.7929284088920008
2021-02-28,Warsaw,0.7929284088920008
2021-03-31,Warsaw,0.7929284088920008
2021-04-30,Warsaw,0.7929284088920008
2021-05-31,Warsaw,0.7929284088920008
2021-06-30,Warsaw,0.7929284088920008
2021-07-31,Warsaw,0.7929284088920008
2021-08-31,Warsaw,0.7929284088920008
2021-09-30,Warsaw,0.7929284088920008
2021-10-31,Warsaw,0.7929284088920008
2021-11-30,Warsaw,0.7929284088920008
2021-12-31,Warsaw,0.7929284088920008
2022-01-31,Warsaw,0.7929284088920008
2022-02-28,Warsaw,1.5858568177840016
2022-03-31,Warsaw,1.5858568177840016
2022-04-30,Warsaw,1.5858568177840016
2022-05-31,Warsaw,1.5858568177840016
2022-06-30,Warsaw,1.5858568177840016
2022-07-31,Warsaw,1.5858568177840016
2022-08-31,Warsaw,1.5858568177840016
2022-09-30,Warsaw,1.5858568177840016
2022-10-31,Warsaw,0.7929284088920008
2022-11-30,Warsaw,0.7929284088920008
2022-12-31,Warsaw,0.7929284088920008
2023-01-31,Warsaw,0.7929284088920008
2023-02-28,Warsaw,1.5858568177840016
2023-03-31,Warsaw,1.5858568177840016
2023-04-30,Warsaw,1.5858568177840016
2023-05-31,Warsaw,1.5858568177840016
2023-06-30,Warsaw,1.5858568177840016
2023-07-31,Warsaw,1.5858568177840016
2023-08-31,Warsaw,1.5858568177840016
2023-09-30,Warsaw,1.5858568177840016
2023-10-31,Warsaw,1.5858568177840016
2023-11-30,Warsaw,1.5858568177840016
2023-12-31,Warsaw,0.7929284088920008
2024-01-31,Warsaw,1.5858568177840016
2024-02-29,Warsaw,1.5858568177840016
2024-03-31,Warsaw,1.5858568177840016
2024-04-30,Warsaw,1.5858568177840016
2024-05-31,Warsaw,1.5858568177840016
2024-06-30,Warsaw,1.5858568177840016
2024-07-31,Warsaw,1.5858568177840016
2024-08-31,Warsaw,1.5858568177840016
2024-09-30,Warsaw,1.5858568177840016
2024-10-31,Warsaw,1.5858568177840016
2024-11-30,Warsaw,1.5858568177840016
2024-12-31,Warsaw,1.5858568177840016
2025-01-31,Warsaw,1.5858568177840016
2025-02-28,Warsaw,1.5858568177840016
2025-03-31,Warsaw,1.5858568177840016
2025-04-30,Warsaw,1.5858568177840016
2025-05-31,Warsaw,1.5858568177840016
2025-06-30,Warsaw,1.5858568177840016
2025-07-31,Warsaw,1.5858568177840016
2025-08-31,Warsaw,3.171713635568003
2025-09-30,Warsaw,2.378785226676002
2025-10-31,Warsaw,2.378785226676002
2025-11-30,Warsaw,2.378785226676002
2025-12-31,Warsaw,2.378785226676002
