lag_config,mae,rmse,r2
lag1,2.8936967241466345,7.901105492603472,0.8823701356430615
lag1_lag2,2.8936418602819716,7.900424070102889,0.8823904244950252
lag1_lag2_lag3,2.8940721684857986,7.900762311612442,0.8823803538224726
